token,frequency
VINEYAERD,1
VINLAND,1
VIQEJO,1
VIRGINIAGARDENS,1
VIRGISNIA,1
VISA,1
VISTACA,1
VISTADRIVE,1
VISTAK,1
VISTNA,1
VIW,1
VIYSTA,1
VJALLEY,1
VLLEJO,1
VOFFICE,1
VOTAW,1
VPINES,1
VPR,1
VSIMI,1
VSPRING,1
VSTOCKTON,1
VTISTA,1
W10200,1
W1257,1
W20,1
W214,1
W72205,1
W75075,1
W92555,1
WABIEL,1
WABUKSKA,1
WABURWTON,1
WAD,1
WADR,1
WAEKNE,1
WAFY,1
WAILDWOOD,1
WAKEFIELD,1
WAKER,1
WAKULLA,1
WALKERH,1
WALKERK,1
WALRBLER,1
WANUCHULA,1
WANZA,1
WARBLER,1
WARDW,1
WARUNER,1
WASHINGTO,1
WATEMRCREST,1
WATERS,1
WATLERS,1
WATMAUGA,1
WAXAHACHIE,1
WAXAHACIE,1
WAYG,1
WBALDWIN,1
WBURTON,1
WCHELSEA,1
WEBBERVILLE,1
WEBOBERVILLE,1
WEBSTEBR,1
WEBSTERR,1
WEDGEFIELD,1
WEED,1
WEKIVA,1
WEKST,1
WELAKA,1
WELLINGJTON,1
WENDEL,1
WENDELLCT,1
WENDELLH,1
WES,1
WESLBEY,1
WESLEBY,1
WESOTT,1
WESTACVRE,1
WESTBROK,1
WESTFLA,1
WESTLAKE,1
WESTPOTINT,1
WEVER,1
WFL,1
WFRESNO,1
WGARDENA,1
WHARF,1
WHATLE,1
WHIGH,1
WHIPPOHWILL,1
WHIPPOOHILL,1
WHIPPPOOHWILL,1
WHISPERIG,1
WHISPEROING,1
WHITEWOO,1
WHITEWOOD,1
WHITTIE,1
WHOODCREST,1
WHOODLANDS,1
WHWY,1
WICK,1
WIEDMANN,1
WILCXO,1
WILD,1
WILDOMAWR,1
WILDOMTAR,1
WILDOOD,1
WILDOTMAR,1
WILFRED,1
WILL,1
WILLIMA,1
WILLSOW,1
WILMERDNIG,1
WILMINTON,1
WILOMAR,1
WILOW,1
WIMAUMMA,1
WIMAUMXA,1
WINADY,1
WINCHERSTER,1
WINCHESTERCALIF,1
WINCHSESTER,1
WINDBRAKER,1
WINDBRUSH,1
WINDCRET,1
WINDCRREST,1
WINDEMERE,1
WINDERMEE,1
WINDERMEREP,1
WINDING,1
WINDKNOB,1
WINDY,1
WINHESTER,1
WINKLER,1
WINNETKAAV,1
WINONA,1
WINTVER,1
WITHER,1
WITHLA,1
WJARD,1
WJAY,1
WKESTON,1
WLATON,1
WLDON,1
WLDWOOD,1
WLINDERMERE,1
WLKER,1
WMADELINE,1
WMAUMA,1
WMRIGHT,1
WOAY,1
WODLAND,1
WODLANDS,1
WODSIDE,1
WOKODS,1
WOOBURY,1
WOODDELL,1
WOODFORVEST,1
WOODHAVN,1
WOODHAVUEN,1
WOODRIDGE,1
WOODVILLE,1
WOOROSE,1
WORSHJAM,1
WORTHFL,1
WORTJH,1
WORWTH,1
WORXTH,1
WOTH,1
WPOINT,1
WPOST,1
WQAY,1
WRENDELL,1
WRITE,1
WRITNE,1
WRIVER,1
WRRIOR,1
WSHINGTON,1
WSLACO,1
WST,1
WSTPOINT,1
WSTR,1
WSY,1
WUNDERLI,1
WUNDNERLIN,1
WVERLY,1
WVOODSIDE,1
WVORTH,1
WXY,1
WYAY,1
WYDELLA,1
WYE,1
WYG,1
WYNDHA,1
WYNDHAM,1
WYNNE,1
X2160,1
X32565,1
XANDRA,1
XFLA,1
XFRANCISCO,1
XIMEBNO,1
XOLEANDER,1
XPL,1
XSALINAS,1
XTEXAS,1
XTRAIL,1
Y2701,1
Y33064,1
Y34221,1
Y3424,1
Y543301,1
Y71801,1
Y91304,1
Y93442,1
Y94580,1
YANGELES,1
YBARAR,1
YBIRR,1
YCAIPA,1
YELLOWSTONE,1
YEOMANS,1
YFERN,1
YLAKEWOOD,1
YLAUREL,1
YNORTH,1
YORKSHAIRE,1
YORKTON,1
YORKTOW,1
YORLANDO,1
YPRESS,1
YRKSHIRE,1
YTER,1
YTEXAS,1
YTX,1
YUABA,1
YUCAIPACA,1
YUKO,1
YVALLEY,1
YVONEN,1
YWHITEFIELD,1
YXORKTOWN,1
Z34209,1
Z3641,1
Z90009,1
Z95132,1
ZACHARY,1
ZAMOA,1
ZCIR,1
ZDR,1
ZEPHYRHILLS,1
ZLN,1
ZLOS,1
ZLUXFORD,1
ZMILL,1
ZN,1
ZST,1
ZWIEFEL,1
